DataZone,IncNumDep,EmpNumDep,HouseNumOC,EduNoQuals
S01008895,0.455887493,0.423418785,0.538541527,0.519642438
S01008896,0.27094129,0.29595703,0.58064232,0.414075165
S01008897,0.27094129,0.423418785,0.588032959,0.599504221
S01008898,0.387629352,0.497979132,0.59508301,0.569281538
S01008899,0.911774985,0.855809517,0.917975892,0.845350246
S01008900,0.819426492,0.78124917,0.8776671,0.787032356
S01008901,0.837809678,0.827462989,0.903882452,0.774213243
S01008902,0.878822308,0.84683757,0.904138701,0.834702255
S01008903,0.8543816,0.80580405,0.876499294,0.776859794
S01008904,0.891946766,0.86436401,0.894913003,0.893288266
S01008905,0.939321228,0.908710925,0.960648234,0.899546259
S01008906,0.87420982,0.88787109,0.91542951,0.832857252
S01008907,0.94246796,0.880364397,0.98121604,0.878602146
S01008908,0.922639741,0.872538176,0.928583027,0.839224568
S01008909,0.798786968,0.719375815,0.874035275,0.719092011
S01008910,0.757521757,0.625440887,0.875450264,0.569281538
S01008911,0.504317414,0.497979132,0.68992205,0.856945505
S01008912,0.54188258,0.55088054,0.74365471,0.618080553
S01008913,0.640833695,0.55088054,0.831389823,0.717203849
S01008914,0.766623719,0.678342295,0.850053101,0.752846954
S01008915,0.572575555,0.497979132,0.649068332,0.621552429
S01008916,0.93284561,0.902023336,0.940162357,0.840998607
S01008917,0.904121609,0.895083326,0.933927283,0.776859794
S01008918,0.883311782,0.84683757,0.978321043,0.764592934
S01008919,0.87420982,0.84683757,0.94570934,0.758826749
S01008920,0.737693538,0.719375815,0.695983325,0.895191267
S01008921,0.936114554,0.895083326,0.989825225,0.824283414
S01008922,0.8543816,0.827462989,0.906739395,0.793079355
S01008923,0.878822308,0.827462989,0.92973182,0.767400587
S01008924,0.91547503,0.88787109,0.970562797,0.842753364
S01008925,0.766623719,0.678342295,0.86767995,0.701246573
S01008926,0.783472298,0.719375815,0.896347991,0.618080553
S01008927,0.775258704,0.700001234,0.799155949,0.876491842
S01008928,0.83190222,0.767621571,0.889588778,0.774213243
S01008929,0.965724919,0.999999931,0.977541954,0.804533519
S01008930,0.960204907,0.915163813,0.994267944,0.873634493
S01008931,0.887684632,0.880364397,0.979511803,0.863215652
S01008932,0.849036857,0.736902255,0.874163941,0.879299495
S01008933,0.869467385,0.84683757,0.955953805,0.830049599
S01008934,0.843516844,0.827462989,0.925328678,0.751316744
S01008935,0.455887493,0.55088054,0.709490044,0.643965629
S01008936,0.27094129,0.29595703,0.591200389,0
S01008937,0.658570642,0.59191406,0.723274906,0.733451337
S01008938,0.572575555,0.497979132,0.63572223,0.491495525
S01008939,0.54188258,0.497979132,0.698538022,0.614532366
S01008940,0.27094129,0.29595703,0.569513993,0.223797817
S01008941,0.572575555,0.497979132,0.550561253,0.491495525
S01008942,0.504317414,0.497979132,0.565050364,0.603394433
S01008943,0.387629352,0.29595703,0.579141799,0.437176793
S01008944,0.572575555,0.423418785,0.502398307,0.519642438
S01008945,0.387629352,0.497979132,0.480633316,0.466610056
S01008946,0.504317414,0.497979132,0.585912534,0.621552429
S01008947,0.598526095,0.497979132,0.585929965,0.591430739
S01008948,0.504317414,0.55088054,0.635337329,0.537937768
S01008949,0.812823869,0.767621571,0.861651302,0.752846954
S01008950,0.726828782,0.719375815,0.805275506,0.763170581
S01008951,0.86458747,0.855809517,0.865016871,0.793079355
S01008952,0.90016036,0.86436401,0.896382317,0.803423989
S01008953,0.843516844,0.793936162,0.86942466,0.738523042
S01008954,0.819426492,0.816952217,0.866285568,0.719092011
S01008955,0.572575555,0.55088054,0.687264869,0.660974609
S01008956,0.640833695,0.653787415,0.697424799,0.741817769
S01008957,0.805951679,0.793936162,0.733446978,0.743440255
S01008958,0.819426492,0.767621571,0.780819834,0.735159671
S01008959,0.70273843,0.719375815,0.776488204,0.760287718
S01008960,0.504317414,0.29595703,0.63588254,0.711403129
S01008961,0.504317414,0.55088054,0.709720975,0.728215116
S01008962,0.455887493,0.497979132,0.704568167,0.506181645
S01008963,0.455887493,0.497979132,0.685630387,0.45738263
S01008964,0.27094129,0.29595703,0.587790965,0.259821219
S01008965,0.455887493,0.497979132,0.594912452,0.483619036
S01008966,0.504317414,0.497979132,0.646414018,0.414075165
S01008967,0.572575555,0.55088054,0.668762305,0.491495525
S01008968,0.54188258,0.55088054,0.608783825,0.549075701
S01008969,0.658570642,0.678342295,0.72397782,0.692634611
S01008970,0.504317414,0.497979132,0.585316839,0.58723736
S01008971,0.455887493,0.423418785,0.470642284,0.177355574
S01008972,0.27094129,0.29595703,0.4088001,0.414075165
S01008973,0.598526095,0.625440887,0.684833453,0.694831053
S01008974,0.572575555,0.55088054,0.645650407,0.688149989
S01008975,0.775258704,0.678342295,0.773222543,0.728215116
S01008976,0.27094129,0.29595703,0.588727985,0.559494542
S01008977,0.455887493,0.423418785,0.657779873,0.582932145
S01008978,0.572575555,0.497979132,0.784606938,0.729979461
S01008979,0.737693538,0.59191406,0.760959917,0.683537218
S01008980,0.791303724,0.625440887,0.802901761,0.774213243
S01008981,0.455887493,0.497979132,0.728749606,0.532066721
S01008982,0.798786968,0.653787415,0.80064678,0.767400587
S01008983,0.715214157,0.719375815,0.812339195,0.736850115
S01008984,0.689263617,0.55088054,0.808708975,0.637872982
S01008985,0.640833695,0.625440887,0.778892645,0.699136268
S01008986,0.572575555,0.59191406,0.748836446,0.666268067
S01008987,0.455887493,0.497979132,0.695303728,0.692634611
S01008988,0.737693538,0.653787415,0.768523599,0.771522581
S01008989,0.504317414,0.497979132,0.736406078,0.780750007
S01008990,0.504317414,0.55088054,0.731024505,0.80889692
S01008991,0.674615661,0.497979132,0.719572374,0.673896384
S01008992,0.70273843,0.625440887,0.770936168,0.607193103
S01008993,0.640833695,0.678342295,0.68603666,0.678788758
S01008994,0.737693538,0.700001234,0.906687294,0.761735585
S01008995,0.54188258,0.497979132,0.640139852,0.607193103
S01008996,0.715214157,0.678342295,0.902306731,0.578508964
S01008997,0.737693538,0.700001234,0.809884244,0.599504221
S01008998,0.837809678,0.78124917,0.875273685,0.774213243
S01008999,0.775258704,0.678342295,0.836953615,0.703329647
S01009000,0.598526095,0.55088054,0.710668896,0.603394433
S01009001,0.598526095,0.59191406,0.724486471,0.437176793
S01009002,0.726828782,0.59191406,0.660251273,0.621552429
S01009003,0.658570642,0.497979132,0.652768474,0.519642438
S01009004,0.640833695,0.55088054,0.783746562,0.610904438
S01009005,0.621005476,0.55088054,0.756332682,0.649836676
S01009006,0.715214157,0.653787415,0.791074345,0.696998012
S01009007,0.689263617,0.678342295,0.81569787,0.699136268
S01009008,0.621005476,0.625440887,0.68997041,0.569281538
S01009009,0.775258704,0.719375815,0.876076033,0.692634611
S01009010,0.640833695,0.625440887,0.666262501,0.658261335
S01009011,0.387629352,0.55088054,0.626492921,0.532066721
S01009012,0.455887493,0.423418785,0.612839186,0.537937768
S01009013,0.387629352,0.497979132,0.726474081,0.614532366
